5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 3,18:14,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,243,766,0.682,2,7,20.7
2, 7/ 3,18:17,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,264,690,0.617,6.9,27,20.6
3, 7/ 3,18:21,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,233,414,0.437,10.4,57,20.7
4, 7/ 3,18:24,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,200,265,0.245,9.9,97,20.7
5, 7/ 3,18:27,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,184,221,0.167,9.6,137,20.7
6, 7/ 3,18:30,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,184,204,0.098,7.2,177,20.8
5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 3,18:40,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,223,560,0.601,1.7,7,20.6
2, 7/ 3,18:43,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,236,488,0.516,5.8,27,20.7
3, 7/ 3,18:46,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,214,351,0.39,9.3,57,20.7
4, 7/ 3,18:50,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,185,241,0.232,9.4,97,20.7
5, 7/ 3,18:53,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,182,210,0.133,7.6,137,20.8
6, 7/ 3,18:57,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,177,199,0.11,8.1,177,20.8
5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 3,19:17,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,180,372,0.516,1.5,7,20.6
2, 7/ 3,19:21,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,176,304,0.421,4.7,27,20.6
3, 7/ 3,19:24,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,161,231,0.303,7.2,57,20.6
4, 7/ 3,19:27,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,150,180,0.166,6.7,97,20.6
5, 7/ 3,19:30,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,142,161,0.118,6.7,137,20.7
6, 7/ 3,19:33,80,R,9,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,141,155,0.09,6.6,177,20.8
5p+ Yield PS(II) Test,,,,,,,,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
1, 7/ 3,19:42,80,R,10,80,0.8,S,Off,50,5,Off,0.2,0.5,0.84,1,218,444,0.509,1.4,7,20.6
