5p+ Yield PS(II) Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
   1, 6/15,10: 5,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 262, 701,0.626,  1.8,   7,18.9
   2, 6/15,10: 6,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 266, 690,0.614,  1.8,   7,19.0
   3, 6/15,10: 9,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 253, 537,0.528,  5.9,  27,19.0
   4, 6/15,10:12,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 204, 302,0.324,  7.7,  57,19.0
   5, 6/15,10:16,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 184, 228,0.192,  7.8,  97,19.1
   6, 6/15,10:19,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 186, 211,0.118,  6.7, 137,19.1
   7, 6/15,10:23,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 190, 206,0.077,  5.7, 177,19.2
5p+ Yield PS(II) Test
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat Width,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Illum Mode,Illum Dur,Ke,Kq,PAR Corr,F',Fm',Y(II),ETR,PAR,Temp
   1, 6/15,10:49,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 245, 668,0.633,  1.8,   7,19.0
   2, 6/15,10:52,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 254, 566,0.551,  6.2,  27,18.9
   3, 6/15,10:55,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 201, 324,0.379,  9.0,  57,19.0
   4, 6/15,10:58,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 177, 226,0.216,  8.7,  97,19.0
   5, 6/15,11: 2,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 167, 197,0.152,  8.7, 137,19.1
!T2                                
   6, 6/15,11: 5,  80,R,   8,  80,0.8,S,Off,  50,   5,Off, 0.2,0.50,0.84,1.00, 168, 187,0.101,  7.5, 177,19.1
5p+ Yield PS(II) Test
