5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21, 9:34,50,R,12,75,0.8,On ,50,5,139,361,222,0.614,1.597
Curve:,,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,
,138,,,,,,,,,,,,,,
,135,,,,,,,,,,,,,,
,138,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,142,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,142,,,,,,,,,,,,,,
,196,,,,,,,,,,,,,,
,322,,,,,,,,,,,,,,
,343,,,,,,,,,,,,,,
,360,,,,,,,,,,,,,,
,361,,,,,,,,,,,,,,
,366,,,,,,,,,,,,,,
,365,,,,,,,,,,,,,,
,370,,,,,,,,,,,,,,
,363,,,,,,,,,,,,,,
,363,,,,,,,,,,,,,,
,350,,,,,,,,,,,,,,
,335,,,,,,,,,,,,,,
,307,,,,,,,,,,,,,,
,256,,,,,,,,,,,,,,
,194,,,,,,,,,,,,,,
,164,,,,,,,,,,,,,,
,149,,,,,,,,,,,,,,
,148,,,,,,,,,,,,,,
,148,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,142,,,,,,,,,,,,,,
,140,,,,,,,,,,,,,,
,138,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,
,139,,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,
,136,,,,,,,,,,,,,,
!6                                 ,,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21,10:04,50,R,12,75,0.8,On ,50,5,183,528,345,0.653,1.885
Curve:,,,,,,,,,,,,,,,
,184,,,,,,,,,,,,,,
,186,,,,,,,,,,,,,,
,186,,,,,,,,,,,,,,
,182,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,178,,,,,,,,,,,,,,
,176,,,,,,,,,,,,,,
,268,,,,,,,,,,,,,,
,506,,,,,,,,,,,,,,
,529,,,,,,,,,,,,,,
,529,,,,,,,,,,,,,,
,523,,,,,,,,,,,,,,
,531,,,,,,,,,,,,,,
,525,,,,,,,,,,,,,,
,531,,,,,,,,,,,,,,
,529,,,,,,,,,,,,,,
,531,,,,,,,,,,,,,,
,506,,,,,,,,,,,,,,
,484,,,,,,,,,,,,,,
,445,,,,,,,,,,,,,,
,358,,,,,,,,,,,,,,
,257,,,,,,,,,,,,,,
,229,,,,,,,,,,,,,,
,210,,,,,,,,,,,,,,
,191,,,,,,,,,,,,,,
,184,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,182,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,181,,,,,,,,,,,,,,
,180,,,,,,,,,,,,,,
,181,,,,,,,,,,,,,,
,181,,,,,,,,,,,,,,
!6                                 ,,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21,10:30,50,R,12,75,0.8,On ,50,5,144,295,151,0.511,1.048
Curve:,,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,146,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,141,,,,,,,,,,,,,,
,186,,,,,,,,,,,,,,
,267,,,,,,,,,,,,,,
,288,,,,,,,,,,,,,,
,295,,,,,,,,,,,,,,
,303,,,,,,,,,,,,,,
,295,,,,,,,,,,,,,,
,294,,,,,,,,,,,,,,
,296,,,,,,,,,,,,,,
,293,,,,,,,,,,,,,,
,294,,,,,,,,,,,,,,
,290,,,,,,,,,,,,,,
,282,,,,,,,,,,,,,,
,266,,,,,,,,,,,,,,
,234,,,,,,,,,,,,,,
,194,,,,,,,,,,,,,,
,178,,,,,,,,,,,,,,
,168,,,,,,,,,,,,,,
,161,,,,,,,,,,,,,,
,159,,,,,,,,,,,,,,
,154,,,,,,,,,,,,,,
,148,,,,,,,,,,,,,,
,146,,,,,,,,,,,,,,
,145,,,,,,,,,,,,,,
,143,,,,,,,,,,,,,,
,137,,,,,,,,,,,,,,
,140,,,,,,,,,,,,,,
,144,,,,,,,,,,,,,,
,147,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21,10:56,50,R,12,75,0.8,On ,50,5,190,569,379,0.666,1.994
Curve:,,,,,,,,,,,,,,,
,193,,,,,,,,,,,,,,
,187,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,
,187,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,191,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,193,,,,,,,,,,,,,,
,195,,,,,,,,,,,,,,
,195,,,,,,,,,,,,,,
,300,,,,,,,,,,,,,,
,547,,,,,,,,,,,,,,
,567,,,,,,,,,,,,,,
,568,,,,,,,,,,,,,,
,574,,,,,,,,,,,,,,
,569,,,,,,,,,,,,,,
,570,,,,,,,,,,,,,,
,577,,,,,,,,,,,,,,
,576,,,,,,,,,,,,,,
,576,,,,,,,,,,,,,,
,553,,,,,,,,,,,,,,
,528,,,,,,,,,,,,,,
,479,,,,,,,,,,,,,,
,383,,,,,,,,,,,,,,
,279,,,,,,,,,,,,,,
,250,,,,,,,,,,,,,,
,233,,,,,,,,,,,,,,
,214,,,,,,,,,,,,,,
,210,,,,,,,,,,,,,,
,204,,,,,,,,,,,,,,
,202,,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,
,195,,,,,,,,,,,,,,
,196,,,,,,,,,,,,,,
,198,,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,
,201,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21,14:35,50,R,12,75,0.8,On ,50,5,185,458,273,0.596,1.475
Curve:,,,,,,,,,,,,,,,
,186,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,
,180,,,,,,,,,,,,,,
,179,,,,,,,,,,,,,,
,183,,,,,,,,,,,,,,
,188,,,,,,,,,,,,,,
,191,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,191,,,,,,,,,,,,,,
,261,,,,,,,,,,,,,,
,436,,,,,,,,,,,,,,
,449,,,,,,,,,,,,,,
,462,,,,,,,,,,,,,,
,465,,,,,,,,,,,,,,
,459,,,,,,,,,,,,,,
,465,,,,,,,,,,,,,,
,460,,,,,,,,,,,,,,
,462,,,,,,,,,,,,,,
,467,,,,,,,,,,,,,,
,454,,,,,,,,,,,,,,
,438,,,,,,,,,,,,,,
,403,,,,,,,,,,,,,,
,337,,,,,,,,,,,,,,
,262,,,,,,,,,,,,,,
,231,,,,,,,,,,,,,,
,211,,,,,,,,,,,,,,
,200,,,,,,,,,,,,,,
,199,,,,,,,,,,,,,,
,195,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,190,,,,,,,,,,,,,,
,192,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
,185,,,,,,,,,,,,,,
,189,,,,,,,,,,,,,,
5p+ Fv/m Test,,,,,,,,,,,,,,,
Sample #,Date,Time,Mod Int,Mod Wl,Det Gain,Sat Flash Int,Sat PW,Far Red Mode,Far Red Int,Far Red Dur,Fo,Fm,Fv,Fv/m,Fv/o
1, 6/21,15:04,50,R,12,75,0.8,On ,50,5,155,402,247,0.614,1.593
